id,"term","category",weight
2486,"arizonans","27",1
2487,"arkansas","37",16
2488,"arkansas","36",35
2489,"arkansas","35",63
2490,"arlington","39",7
2491,"armor","6",5
2492,"armor","28",1
2493,"arms","31",11
2494,"army","9",43
2495,"army warned trump","3",16
2496,"around the corner","13",1
2497,"around the corner","14",5
2498,"around the globe","6",14
2499,"around the globe","34",20
2500,"arrest","17",19
2501,"arrest","36",11
2502,"arrests","2",3
2503,"arrests","18",4
2504,"arrests","36",6
2505,"arrival","18",12
2506,"arrive","19",9
2507,"arrive","15",15
2508,"arrived","15",16
2509,"arrived","22",21
2510,"arrives","9",11
2511,"arriving","36",11
2512,"articles","10",21
2513,"articles","11",26
2514,"articles","39",41
2515,"artificial intelligence","9",10
2516,"artist","13",13
2517,"artist","16",7
2518,"artist","27",24
2519,"arts","27",34
2520,"artwork","19",2
2521,"artwork","33",7
2522,"as an excuse","12",34
2523,"as infection rates","25",27
2524,"as it relates","11",3
2525,"as it relates","39",7
2526,"as opposed","16",3
2527,"as opposed","5",6
2528,"asap","12",70
2529,"ashley","28",7
2530,"asia","32",26
2531,"asian","31",14
2532,"asian","18",7
2533,"asian","1",8
2534,"asian americans","31",4
2535,"asian americans","18",2
2536,"asians","18",18
2537,"ask yourself","1",2
2538,"ask yourself","30",6
2539,"asks","17",50
2540,"asks","36",21
2541,"asks","39",21
2542,"asl","21",2
2543,"asl","8",1
2544,"asl","30",3
2545,"asleep","20",6
2546,"asleep","33",2
2547,"aspect","25",4
2548,"aspect","29",7
2549,"aspects","20",7
2550,"aspects","26",5
2551,"aspects","24",3
2552,"assemble","38",6
2553,"assemble","9",5
2554,"asses","12",15
2555,"assess","1",7
2556,"assess","24",14
2557,"assess","5",6
2558,"assessing","10",5
2559,"assessing","24",8
2560,"assessment","11",6
2561,"assessment","29",34
2562,"assessments","39",7
2563,"assigned","16",11
2564,"assignment","14",10
2565,"assignments","23",3
2566,"assignments","39",5
2567,"assist","27",53
2568,"assist","9",41
2569,"assistance","26",82
2570,"assistance","27",50
2571,"assisting","28",3
2572,"assisting","9",17
2573,"associate","32",11
2574,"associated with","24",38
2575,"associates","33",6
2576,"associates","39",13
2577,"association","11",30
2578,"association","34",9
2579,"associations","34",8
2580,"assumed","24",10
2581,"assumed","14",2
2582,"assuming","4",6
2583,"assuming","25",15
2584,"assure","0",5
2585,"assure","33",1
2586,"assure","9",1
2587,"assured","20",6
2588,"assured","29",1
2589,"asthma","24",29
2590,"astounding","8",8
2591,"asylum","31",9
2592,"asymptomatic","17",83
2593,"asymptomatic","24",62
2594,"at 1 p","37",12
2595,"at 11 am","37",5
2596,"at 1pm","37",11
2597,"at 2 p","37",13
2598,"at 2 pm","37",22
2599,"at 3 p","37",13
2600,"at 5 p","37",10
2601,"at 52 from","16",22
2602,"at 7 pm","37",2
2603,"at 7 pm","5",3
2604,"at 73","16",23
2605,"at 73 after","24",14
2606,"at 73 after","9",5
2607,"at 7pm","13",4
2608,"at 7pm","34",4
2609,"at 7pm","9",4
2610,"at an alarming","1",32
2611,"at bronx zoo","16",25
2612,"at greater risk","24",15
2613,"at high risk","24",21
2614,"at higher risk","24",11
2615,"at higher risk","6",8
2616,"at least","22",116
2617,"at least","3",54
2618,"at least 20","12",6
2619,"at least six","22",15
2620,"at that pace","17",25
2621,"at-home","15",18
2622,"at-home","30",8
2623,"at-risk","19",4
2624,"at-risk","17",4
2625,"at-risk","6",7
2626,"ate","38",26
2627,"athlete","13",5
2628,"athlete","36",7
2629,"athletic","9",10
2630,"athletics","14",13
2631,"atl","22",7
2632,"atlantic","20",18
2633,"atlantic","18",6
2634,"atlantic","28",4
2635,"atleast","20",13
2636,"attack","0",31
2637,"attack","32",48
2638,"attacked","32",23
2639,"attacking","0",24
2640,"attacking","24",25
2641,"attacks","31",24
2642,"attacks","24",47
2643,"attempting","17",23
2644,"attempting","14",4
2645,"attempts","31",5
2646,"attempts","17",4
2647,"attempts","18",8
2648,"attendance","25",7
2649,"attitude","24",10
2650,"attitude","9",4
2651,"attorney","31",7
2652,"attorney","13",32
2653,"attorney general","14",7
2654,"attorneys","2",13
2655,"attorneys","11",10
2656,"attributed","8",22
2657,"auburn","19",8
2658,"auction","26",6
2659,"auction","22",2
2660,"audience","13",9
2661,"audience","12",11
2662,"audiences","4",9
2663,"audio","13",28
2664,"august","20",10
2665,"august","14",16
2666,"augusta","19",1
2667,"augusta","24",1
2668,"augusta","22",4
2669,"aunt","25",15
2670,"auntie","25",9
2671,"auntie","12",3
2672,"austin","17",10
2673,"austin","15",26
2674,"austin","14",33
2675,"australia","10",14
2676,"australia","31",25
2677,"australia","18",12
2678,"australian","10",8
2679,"australian","1",4
2680,"austria","32",10
2681,"author","13",30
2682,"authorization","5",7
2683,"authorized","10",7
2684,"autism","13",17
2685,"auto","9",21
2686,"automated","17",6
2687,"automatically","38",14
2688,"automation","9",11
2689,"automotive","1",9
2690,"availability","19",7
2691,"availability","15",25
2692,"ave","23",13
2693,"average","22",11
2694,"average","8",43
2695,"avg","22",3
2696,"avg","3",6
2697,"aviation","2",7
2698,"avoid","31",75
2699,"avoid","17",131
2700,"avoid going out","17",18
2701,"avoided","17",9
2702,"avoiding","31",20
2703,"avoiding","24",4
2704,"awaiting","15",27
2705,"awarded","27",9
2706,"awards","27",6
2707,"awards","14",4
2708,"aware","31",35
2709,"aware","18",23
2710,"aware","24",15
2711,"awareness","31",24
2712,"awareness","12",22
2713,"awkward","34",3
2714,"awkward","39",4
2715,"aye","18",12
2716,"az","36",27
2717,"azithromycin","5",9
2718,"b . c","3",16
2719,"b4","38",9
2720,"ba","28",4
2721,"baby","25",82
2722,"baby","30",17
2723,"backlash","2",5
2724,"backlash","9",7
2725,"backlog","15",16
2726,"backs","28",7
2727,"backs","21",7
2728,"backup","38",8
2729,"bacon","22",2
2730,"bacon","30",5
2731,"bacteria","24",9
2732,"bacteria","12",15
2733,"bailout","26",23
2734,"baked","38",7
2735,"baker","27",21
2736,"baker","36",6
2737,"bakery","2",6
2738,"baking","38",19
2739,"balance","20",15
2740,"balance","29",13
2741,"balanced","0",2
2742,"balanced","11",2
2743,"balanced","32",3
2744,"balcony","13",1
2745,"balcony","30",5
2746,"bald","30",7
2747,"baldwin","35",9
2748,"ballot","20",3
2749,"ballot","4",7
2750,"ballot","12",7
2751,"balls","38",22
2752,"baltimore","2",12
2753,"baltimore","36",6
2754,"baltimore","29",10
2755,"band","38",14
2756,"band","30",19
2757,"bandanas","38",12
2758,"bandanna","38",10
2759,"bang","0",7
2760,"bangs","13",2
2761,"bangs","30",5
2762,"bank","20",11
2763,"bank","26",52
2764,"bank","25",11
2765,"banking","11",4
2766,"banking","28",23
2767,"bankrupt","31",8
2768,"bankruptcy","23",8
2769,"banner","9",10
2770,"banning","32",6
2771,"banning","36",5
2772,"bans","31",31
2773,"barber","30",33
2774,"barbershop","30",10
2775,"bare","18",7
2776,"barrier","12",6
2777,"barriers","39",18
2778,"bars","23",9
2779,"bars","38",11
2780,"base","23",7
2781,"base","28",6
2782,"base","8",5
2783,"base","29",10
2784,"baseball","14",39
2785,"based","10",94
2786,"based","4",84
2787,"based","29",40
2788,"based on race","3",21
2789,"baseline","24",4
2790,"baseline","9",2
2791,"baseline","39",1
2792,"basics","33",7
2793,"basics","12",9
2794,"basis","4",19
2795,"basis","3",10
2796,"basketball","14",18
2797,"bat","18",12
2798,"bat","38",34
2799,"batch","38",3
2800,"batch","29",3
2801,"bath","12",10
2802,"bathroom","12",12
2803,"bats","18",28
2804,"bats","38",14
2805,"battle","9",306
2806,"battle against","9",73
2807,"battlefield","31",6
2808,"battlefield","19",2
2809,"battles","31",5
2810,"battles","18",16
2811,"battles","36",8
2812,"battling","16",27
2813,"battling","9",151
2814,"bay","33",21
2815,"bay area","4",9
2816,"bay area","3",11
2817,"bay area","12",10
2818,"bbc","16",9
2819,"bbc","34",4
2820,"bbc","25",2
2821,"bbc news -","31",13
2822,"bbc news -","16",24
2823,"bday","12",9
2824,"be careful","31",28
2825,"be careful","12",5
2826,"be ready monday","8",26
2827,"be shut down","2",4
2828,"be shut down","22",4
2829,"be swamped with","36",19
2830,"beach","33",21
2831,"beach","36",40
2832,"bear","23",39
2833,"beard","30",26
2834,"bearing the brunt","2",24
2835,"bears","18",9
2836,"bears","33",6
2837,"beast","9",14
2838,"beat","25",71
2839,"beat","9",202
2840,"beaten","18",4
2841,"beaten","34",2
2842,"beaten","39",4
2843,"beating","25",31
2844,"beating","30",16
2845,"beats","32",16
2846,"beaumont","19",12
2847,"beaumont","6",5
2848,"beauty industry support","26",24
2849,"beds","19",48
2850,"beef","38",18
2851,"been affected by","2",10
2852,"been affected by","6",12
2853,"been affected by","39",19
2854,"been cancelled","14",7
2855,"been diagnosed with","2",6
2856,"been diagnosed with","16",26
2857,"been exposed","25",11
2858,"been hit hard","26",7
2859,"been hit hard","35",8
2860,"been impacted by","26",18
2861,"been impacted by","11",16
2862,"been impacted by","27",7
2863,"been laid off","23",11
2864,"beer","38",49
2865,"beer","30",18
2866,"beers","30",6
2867,"before social distancing","17",27
2868,"began","15",22
2869,"began","18",23
2870,"began","22",55
2871,"begin","23",118
2872,"begin","5",24
2873,"beginning","20",66
2874,"beginning","2",42
2875,"beginning","18",25
2876,"beginning","22",31
2877,"beginning of march","22",12
2878,"begins","15",20
2879,"begins","32",16
2880,"begins","27",22
2881,"begins","12",25
2882,"begun","31",6
2883,"begun","18",19
2884,"behave","32",10
2885,"behavior","17",40
2886,"behavior","28",9
2887,"behaviors","20",11
2888,"behaviors","7",6
2889,"behaviors","29",5
2890,"behind bars","17",5
2891,"behind bars","16",1
2892,"behind bars","36",1
2893,"behind the scenes","13",17
2894,"beijing","18",11
2895,"being affected by","13",17
2896,"being impacted by","34",15
2897,"being treated","24",6
2898,"being treated","25",4
2899,"being treated","29",3
2900,"being used","19",17
2901,"being used","5",37
2902,"being used","9",13
2903,"belgian-dutch study :","30",20
2904,"believed","16",22
2905,"believed","32",7
2906,"believes","0",15
2907,"believes","28",24
2908,"believes","32",18
2909,"believing","31",17
2910,"believing","39",4
2911,"bell","14",6
2912,"bell","35",7
2913,"beloved","16",19
2914,"beloved","25",9
2915,"bench","14",8
2916,"beneficiaries","31",9
2917,"benefit","26",62
2918,"benefit","27",36
2919,"benefiting","27",10
2920,"benefits","26",93
2921,"benghazi","4",5
2922,"benjamin","19",6
2923,"benjamin","23",2
2924,"bennett","16",12
2925,"berkeley","13",19
2926,"berlin","9",6
2927,"bernie sanders calls","18",21
2928,"beshear","35",17
2929,"best case scenario","32",8
2930,"best practices","11",8
2931,"best practices","39",12
2932,"best practices for","11",11
2933,"best practices for","6",7
2934,"best practices for","34",5
2935,"beth","11",2
2936,"beth","25",10
2937,"better late than","20",7
2938,"better late than","3",2
2939,"betting","14",7
2940,"beware","31",51
2941,"bible study for","29",19
2942,"bid","10",3
2943,"bid","5",8
2944,"bid","9",4
2945,"biden's","20",10
2946,"big pharma-funded group","26",19
2947,"big shout out","27",7
2948,"bigger","20",14
2949,"bigger","26",9
2950,"bigger","7",6
2951,"bigger than","4",12
2952,"biggest","20",52
2953,"biggest","7",36
2954,"biggest","36",21
2955,"bill","26",212
2956,"bill and melinda","23",30
2957,"bill gates","20",24
2958,"bill gates","0",12
2959,"bill gates","5",28
2960,"bill gates :","32",45
2961,"bill gates is","5",24
2962,"billing","10",6
2963,"billing","23",7
2964,"billion","26",30
2965,"billion","27",58
2966,"billions","26",21
2967,"billions","5",6
2968,"billions","9",14
2969,"bills","26",47
2970,"bills","23",18
2971,"bills","27",14
2972,"billy","25",11
2973,"binge","30",9
2974,"biology","14",7
2975,"biology","39",3
2976,"biomedical","0",1
2977,"biomedical","6",4
2978,"biomedical","34",1
2979,"biotech","5",13
2980,"bioweapon","18",19
2981,"bipartisan","26",3
2982,"bipartisan","29",6
2983,"birds","38",9
2984,"birds","32",6
2985,"birmingham","2",8
2986,"birth","26",3
2987,"birth","25",16
2988,"birthday","14",45
2989,"birthday","22",27
2990,"birthday","30",28
2991,"birthdays","14",8
2992,"birx","0",38
2993,"bishop","13",11
2994,"bitcoin","7",9
2995,"bite","6",6
2996,"bite","30",10
2997,"bitter","15",6
2998,"biz","10",5
2999,"biz","27",15
3000,"black","8",408
3001,"black ","3",16
3002,"black americans","8",57
3003,"black and brown","1",19
3004,"black communities","15",12
3005,"black communities","1",8
3006,"black ppl","1",5
3007,"black ppl","25",5
3008,"black residents make","3",22
3009,"blacks","8",35
3010,"blame","0",60
3011,"blame","18",109
3012,"blame game","12",9
3013,"blamed","0",28
3014,"blames","0",21
3015,"blaming","0",41
3016,"blaming","18",31
3017,"blanket","18",1
3018,"blanket","14",1
3019,"blanket","12",3
3020,"blast","13",8
3021,"blast","14",5
3022,"blasts","0",9
3023,"bleach","20",11
3024,"bleach","12",10
3025,"blew","0",15
3026,"block","17",35
3027,"block","25",10
3028,"block","5",19
3029,"blockchain","9",11
3030,"blocking","17",17
3031,"blocks","14",2
3032,"blocks","36",9
3033,"blog","10",37
3034,"blog","34",39
3035,"blog","39",85
3036,"blog post","13",26
3037,"blood donation","11",7
3038,"blood drive","31",1
3039,"blood drive","18",1
3040,"blood drive","37",3
3041,"bloody","38",8
3042,"bloomberg","31",12
3043,"bloomberg","18",9
3044,"blow","1",21
3045,"blow","24",17
3046,"blow","12",10
3047,"blowing","38",5
3048,"blowing","12",8
3049,"blown","18",10
3050,"blows","25",8
3051,"blue cross nc","5",21
3052,"blue states","0",8
3053,"blues","31",5
3054,"blues","23",4
3055,"blues","33",4
3056,"board","11",27
3057,"board","23",27
3058,"board","29",26
3059,"board member","13",9
3060,"boat","19",6
3061,"boat","38",8
3062,"bob","10",13
3063,"bob","25",14
3064,"bobby","1",6
3065,"bodies","32",45
3066,"body","24",103
3067,"boeing","14",12
3068,"bogus","31",8
3069,"bold","10",4
3070,"bold","38",4
3071,"bold","29",14
3072,"bolster","31",4
3073,"bolster","2",8
3074,"bomb","32",11
3075,"bomb","30",3
3076,"bond","1",11
3077,"bond","30",6
3078,"bonus","26",12
3079,"bonus","30",8
3080,"booked","14",6
3081,"booked","8",3
3082,"booking","14",9
3083,"bookmark","11",13
3084,"boom","1",9
3085,"boom","34",9
3086,"boomer","25",7
3087,"boost","1",13
3088,"boost","34",26
3089,"boost","27",19
3090,"boosting","1",14
3091,"booth","0",1
3092,"booth","18",1
3093,"booth","1",1
3094,"booth","14",3
3095,"border","32",12
3096,"border","36",34
3097,"borders","18",17
3098,"borders","36",9
3099,"bored","30",73
3100,"boredom","31",13
3101,"boredom","30",12
3102,"boring","25",12
3103,"boris johnson","32",4
3104,"boris johnson","25",12
3105,"boris johnson admitted","19",18
3106,"boris johnson has","16",12
3107,"boris johnson is","16",9
3108,"boris johnson moved","16",22
3109,"borough","21",9
3110,"boston","19",13
3111,"boston","36",37
3112,"boston","9",21
3113,"bot","17",2
3114,"bot","11",9
3115,"bot","28",4
3116,"botched","28",19
3117,"bots","9",5
3118,"bought a ton","5",15
3119,"bounce","0",6
3120,"bounce","6",1
3121,"bout","38",39
3122,"bowl","12",6
3123,"boxing","20",6
3124,"bp","2",6
3125,"bp","1",2
3126,"brace","1",7
3127,"brace","22",16
3128,"braces","3",7
3129,"braces","12",7
3130,"bracing","19",14
3131,"brad","27",7
3132,"brag","30",8
3133,"brainstorms stole time","18",22
3134,"branch","23",5
3135,"branch","21",9
3136,"branches","26",6
3137,"brand","34",57
3138,"brand new","11",8
3139,"brand new","30",11
3140,"brands","34",46
3141,"brazil","18",15
3142,"brazil","32",11
3143,"bread","38",22
3144,"break","31",115
3145,"break","38",57
3146,"break","12",39
3147,"breakdown","4",26
3148,"breakdown","21",27
3149,"breakdown","35",32
3150,"breaking","16",133
3151,"breaking","21",131
3152,"breaking news","10",12
3153,"breaking news","31",30
3154,"breaking news :","16",39
3155,"breaking news :","21",24
3156,"breaking news :","14",27
3157,"breakout","2",9
3158,"breaks","30",23
3159,"breaks down","26",16
3160,"breakthrough","5",14
3161,"breath","24",71
3162,"breathe","19",19
3163,"breathe","24",16
3164,"breathing","17",20
3165,"breathing","24",33
3166,"breweries","2",3
3167,"breweries","9",1
3168,"breweries","35",1
3169,"brewing","20",11
3170,"briefed","19",2
3171,"briefed","17",3
3172,"briefed","24",4
3173,"briefed","7",2
3174,"briefing","10",64
3175,"briefing","0",158
3176,"briefing","37",219
3177,"briefings","10",38
3178,"briefings","0",91
3179,"briefly","10",1
3180,"briefly","31",5
3181,"briefly","13",1
3182,"bringing","20",34
3183,"bringing","21",77
3184,"bringing","9",32
3185,"bringing","35",86
3186,"bringing the total","21",15
3187,"bringing the total","35",50
3188,"bringing total","21",6
3189,"bringing total","35",13
3190,"brings","21",41
3191,"brings","7",44
3192,"brink","1",10
3193,"brit","8",8
3194,"britain","15",3
3195,"britain","18",8
3196,"british","16",5
3197,"british","32",21
3198,"british prime minister","16",21
3199,"broad","24",4
3200,"broad","39",16
3201,"broadband","37",2
3202,"broadband","7",5
3203,"broadcasting","16",5
3204,"broadcasting","37",8
3205,"broader","29",13
3206,"broadway","14",18
3207,"broke","0",12
3208,"broke","25",41
3209,"broken","20",10
3210,"broken","15",24
3211,"broken","7",18
3212,"bronx","16",23
3213,"bronx","36",8
3214,"bronx zoo tiger","16",22
3215,"brooklyn","19",22
3216,"brooklyn","33",14
3217,"brooks","13",11
3218,"bros","10",2
3219,"bros","26",6
3220,"brought","20",77
3221,"brought","7",76
3222,"brought","14",31
3223,"broward","36",14
3224,"bruce","13",9
3225,"brunch","33",11
3226,"brunch","30",3
3227,"brunt","28",8
3228,"brunt","38",5
3229,"brush","12",12
3230,"brutal","24",9
3231,"brutal","22",10
3232,"bryan","13",10
3233,"bubble","0",18
3234,"buck","0",7
3235,"bud","38",7
3236,"budget","23",26
3237,"budget","7",30
3238,"budgets","29",8
3239,"buffalo","20",3
3240,"buffalo","2",13
3241,"bug","18",17
3242,"build","34",45
3243,"build","7",25
3244,"build","9",21
3245,"buildings","17",12
3246,"buildings","12",8
3247,"builds","7",14
3248,"built","19",24
3249,"built","4",13
3250,"built","9",34
3251,"bulk","6",4
3252,"bulk","14",2
3253,"bull","6",8
3254,"bullet","12",9
3255,"bulletin","10",21
3256,"bump","14",12
3257,"bundle","30",7
3258,"bunker","2",4
3259,"burden","7",13
3260,"bureau","21",11
3261,"bureau of prisons","5",19
3262,"bureaucracy","29",7
3263,"burger","38",3
3264,"burger","12",5
3265,"burgers","22",7
3266,"buried","32",17
3267,"burning","18",7
3268,"burning","32",9
3269,"burns","13",11
3270,"bury","32",24
3271,"buses","36",5
3272,"buses","22",9
3273,"business","2",122
3274,"business","11",123
3275,"business","1",176
3276,"business","34",127
3277,"business","39",125
3278,"business as usual","20",11
3279,"business as usual","28",4
3280,"business as usual","14",3
3281,"business owner","34",9
3282,"business owner","5",3
3283,"business owners","34",10
3284,"business owners","27",26
3285,"businesses","2",153
3286,"businesses","1",79
3287,"businesses","23",79
3288,"businesses","34",83
3289,"businesses affected by","39",16
3290,"businesses impacted by","26",8
3291,"businesses impacted by","11",7
3292,"bust","18",4
3293,"bust","23",4
3294,"busted","31",5
3295,"busted","29",3
3296,"but being left","20",67
3297,"butt","38",17
3298,"button","12",18
3299,"buyers","1",7
3300,"buys","16",2
3301,"buys","38",9
3302,"buzz","10",8
3303,"by zip code","4",24
3304,"bypass","38",5
3305,"bypass","5",5
3306,"c'mon","38",9
3307,"c19","22",6
3308,"ca","21",24
3309,"ca","36",105
3310,"cabin fever","25",9
3311,"cabinet","0",8
3312,"cabinet","24",4
3313,"cable","0",10
3314,"cafe","23",6
3315,"cafe","30",1
3316,"cake","38",12
3317,"cake","12",3
3318,"calendar","22",17
3319,"cali","37",2
3320,"cali","30",8
3321,"calif","20",2
3322,"calif","3",4
3323,"calif","12",1
3324,"california","33",79
3325,"california","36",230
3326,"california's","2",11
3327,"california's","37",12
3328,"california's possible herd","19",14
3329,"californians","34",12
3330,"californians","36",8
3331,"calling","18",181
3332,"calling","9",62
3333,"calls","31",91
3334,"calls","26",64
3335,"calls","28",84
3336,"calm","38",26
3337,"calm","34",26
3338,"calm down","12",6
3339,"calming","34",6
3340,"calming","39",4
3341,"cambridge","26",3
3342,"cambridge","15",3
3343,"cambridge","37",2
3344,"came back","25",10
3345,"cameras","33",4
3346,"cameras","7",1
3347,"cameron","38",3
3348,"cameron","21",7
3349,"camp","13",13
3350,"camp","14",14
3351,"campaign","6",21
3352,"campaign","27",111
3353,"campaigning","14",10
3354,"campaigns","34",12
3355,"campbell","35",2
3356,"campbell","39",5
3357,"camping","23",4
3358,"camping","14",2
3359,"campus","13",19
3360,"campus","15",46
3361,"campus","23",14
3362,"campuses","23",3
3363,"campuses","27",4
3364,"can be overwhelming","6",12
3365,"can be transmitted","24",14
3366,"can be transmitted","25",11
3367,"can delay mortgage","26",18
3368,"can no longer","12",7
3369,"can save lives","9",9
3370,"can transmit","38",11
3371,"can transmit","5",2
3372,"can't believe","32",8
3373,"canada","2",17
3374,"canada","18",35
3375,"canada","39",36
3376,"canadian","32",3
3377,"canadian","27",17
3378,"canadians","27",9
3379,"cancel","14",75
3380,"cancel kxl :","23",15
3381,"canceled","14",96
3382,"canceled due","14",30
3383,"canceling","14",21
3384,"cancellation","14",26
3385,"cancellations","14",18
3386,"cancelled","14",94
3387,"cancelled due","14",21
3388,"cancelling","14",16
3389,"cancels","14",30
3390,"cancer","24",73
3391,"cancer","6",21
3392,"cancer","5",34
3393,"cancer patients","17",6
3394,"cancer patients","24",7
3395,"candace owens :","38",23
3396,"candidates","34",10
3397,"candidates","5",10
3398,"candle","32",5
3399,"candle","29",3
3400,"candles","22",4
3401,"candles","39",2
3402,"candy","22",6
3403,"cannabis","2",11
3404,"cannabis","1",18
3405,"cannabis","6",9
3406,"cannot wait","15",3
3407,"cannot wait","27",3
3408,"capability","31",1
3409,"capability","15",5
3410,"capability","7",1
3411,"capacity","19",40
3412,"capacity","7",13
3413,"capacity","29",13
3414,"cape","27",9
3415,"capital","26",17
3416,"capital","32",23
3417,"capitalism","20",25
3418,"capitalism","7",21
3419,"capitalist","20",9
3420,"capitalize","31",10
3421,"capitol","26",10
3422,"capitol","36",3
3423,"caps","27",5
3424,"caps","5",1
3425,"capt . brett","12",18
3426,"captain crozier","6",10
3427,"caption","37",1
3428,"caption","28",5
3429,"capture","1",6
3430,"capture","28",5
3431,"captured","29",3
3432,"captured","39",5
3433,"capturing","10",2
3434,"capturing","32",4
3435,"capturing","3",3
3436,"cardiac","24",15
3437,"cardiologist","24",2
3438,"cardiologist","4",1
3439,"cardiologist","28",2
3440,"cardiovascular","34",8
3441,"care","19",288
3442,"care","6",527
3443,"care of yourselves","6",7
3444,"care packages","9",7
3445,"cared","16",7
3446,"career","39",38
3447,"careers","13",4
3448,"careers","32",2
3449,"careers","25",1
3450,"caregiver","25",8
3451,"caregivers","6",61
3452,"cares act","26",22
3453,"cares act","11",6
3454,"caribbean","32",9
3455,"caribbean","7",5
3456,"caring","19",64
3457,"caring","6",63
3458,"carol","30",11
3459,"carol baskin","16",8
3460,"carolina","21",2
3461,"carolina","8",8
3462,"carried","24",7
3463,"carrier","12",103
3464,"carriers","17",30
3465,"carry","38",35
3466,"carry","12",23
3467,"carrying","24",18
3468,"carrying","38",26
3469,"carter","31",2
3470,"carter","4",3
3471,"cartoon","33",9
3472,"cartoon","39",2
3473,"carts","12",9
3474,"case","21",788
3475,"case count","10",25
3476,"case count","3",9
3477,"case count","35",22
3478,"case counts","10",12
3479,"case counts","11",6
3480,"case fatality rate","8",10
3481,"cases","21",1542
3482,"cases","3",1616
3483,"cases","35",3123
3484,"cases by zip","4",28
3485,"cases climb","21",18
3486,"cases per million","8",13
3487,"cases sooner by","10",16
3488,"cases surpass","3",14
3489,"cash","27",19
3490,"cash","7",11
3491,"cash","12",32
3492,"cashapp","28",2
3493,"cashapp","25",6
3494,"casino","23",10
3495,"casinos","23",18
3496,"cast","7",5
3497,"cast","12",15
3498,"casualties","8",15
3499,"casualty","20",7
3500,"casualty","16",16
3501,"catalyst","38",11
3502,"catastrophe","18",34
3503,"catastrophic","14",10
3504,"catch","24",116
3505,"catch","38",40
3506,"catch","25",47
3507,"catch up","10",22
3508,"catch up","34",6
3509,"catches","12",11
3510,"catching","24",25
3511,"catching","6",7
3512,"catching","25",18
3513,"catching up","31",9
3514,"catching up","8",2
3515,"categories","1",14
3516,"category","25",13
3517,"catholic","15",18
3518,"cats","24",20
3519,"cats","38",45
3520,"cattle","38",6
3521,"cattle","25",1
3522,"caught","16",17
3523,"caught","25",69
3524,"caught","30",18
3525,"cause of death","11",146
3526,"caused","18",59
3527,"caused","32",47
3528,"caused","7",30
3529,"caused by","32",27
3530,"caused by","7",38
3531,"caused by","8",26
3532,"causing","24",32
3533,"causing","32",70
3534,"causing","14",18
3535,"caution","38",29
3536,"cautious","31",13
3537,"cautious","24",4
3538,"cbd","2",14
3539,"cbd","5",6
3540,"cbs","0",14
3541,"cbs","37",5
3542,"cdc","17",110
3543,"cdc","37",65
3544,"cdc","29",118
3545,"cdc guidelines","15",3
3546,"cdc guidelines","39",6
3547,"cdc now recommends","17",2
3548,"cdc now recommends","30",4
3549,"cdc recommends","17",7
3550,"cdc says all","20",78
3551,"cdc website","11",9
3552,"cdc's","29",19
3553,"cease","2",5
3554,"cease","22",1
3555,"celebrates","22",7
3556,"celebrates","9",6
3557,"celebrations","14",7
3558,"celebrities","31",21
3559,"celebrities","24",12
3560,"celebrity","31",26
3561,"celebrity","16",9
3562,"celebs","12",15
3563,"cell","5",19
3564,"cellphone","32",3
3565,"cellphone","30",2
3566,"cells","32",16
3567,"cells","5",14
3568,"census","15",8
3569,"census","14",40
3570,"center","19",90
3571,"center","15",53
3572,"center","6",129
3573,"centers","15",28
3574,"centers","23",23
3575,"centers","6",20
3576,"central","31",12
3577,"central","36",54
3578,"centralized","19",2
3579,"centralized","28",3
3580,"centralized","32",1
3581,"centralized","27",1
3582,"centre","2",5
3583,"centre","15",9
3584,"centre","38",4
3585,"centre","39",4
3586,"century","10",11
3587,"century","32",3
3588,"ceo","13",161
3589,"ceo","1",51
3590,"certainly dying of","20",68
3591,"certification","14",7
3592,"certified","13",4
3593,"certified","15",10
3594,"chain","2",23
3595,"chain","38",11
3596,"chains","1",10
3597,"chalk","11",4
3598,"chalk","23",1
3599,"chalk","36",1
3600,"challenge","7",103
3601,"challenge","30",47
3602,"challenged","7",16
3603,"challenged","3",3
3604,"challenges","7",234
3605,"challenging","2",16
3606,"challenging","34",31
3607,"chamber","37",10
3608,"chamber","27",4
3609,"chambers","23",1
3610,"chambers","33",4
3611,"chambers","22",1
3612,"chambers","39",1
3613,"champ","30",8
3614,"championship","14",11
3615,"chancellor","37",10
3616,"chances","24",25
3617,"chances","38",4
3618,"change","20",221
3619,"change","34",58
3620,"change","7",121
3621,"changed","20",194
3622,"changed","34",50
3623,"changing","20",25
3624,"changing","23",51
3625,"changing","34",36
3626,"changing","7",23
3627,"channel","31",19
3628,"channel","37",29
3629,"channels","37",5
3630,"channels","34",3
3631,"chaos","1",9
3632,"chaos","28",32
3633,"chapter","11",4
3634,"chapter","6",14
3635,"character","30",24
3636,"charging","31",14
3637,"charging","23",3
3638,"charitable","27",12
3639,"charities","27",34
3640,"charity","27",46
3641,"charleston","13",4
3642,"charleston","23",5
3643,"charleston","16",8
3644,"charlie","31",3
3645,"charlie","30",9
3646,"charlotte","20",14
3647,"charlotte","16",12
3648,"charlotte","36",7
3649,"charlotte figi ,","16",11
3650,"chart","4",76
3651,"chart","8",25
3652,"charts","1",9
3653,"charts","4",25
3654,"chase","13",16
3655,"chatted with","13",7
3656,"check out","11",379
3657,"check out","39",137
3658,"check out these","34",51
